,FEED1MASSFLOW,FEED1TEMP,PROD1MASSFLOW,PROD1TEMP,E1FOULING,E2FOULING,PROD1E1IN,PROD1OUT,FEED1E1OUT,FEED1OUT
135,25070.0,13.3375,41820.0,119.5875,0.001207559,0.001325743,112.32614512803468,104.16854931380004,26.94639730262122,39.0401535065497
136,18530.0,22.9625,54780.0,123.4575,0.002601593,0.000380271,112.60273411428784,109.33026737669263,32.51855244503622,64.62919805901521
137,22290.0,10.2875,56940.0,102.5325,0.001269337,0.002249727,99.40574470973212,94.11827229562641,24.016851264360923,31.949514890146588
138,28950.0,13.7625,35940.0,95.8275,0.002257785,0.002443119,91.50737813966737,86.9087317967489,19.538627306671913,24.889872096453757
139,13470.0,19.1625,36700.0,96.8625,0.001841455,0.000879867,90.34332794639846,85.84760617512364,31.36647261491123,48.99171562331014
140,21510.0,29.5375,31460.0,110.8125,0.002279273,0.002666057,106.44859879123709,101.27007778027621,36.940606459864284,43.29298486301832
141,27230.0,22.9125,21260.0,126.7425,0.000847635,0.001234419,113.91593291575009,98.7863609791525,34.7122455574812,44.72848810597287
142,19210.0,30.5875,47260.0,111.0825,0.001940837,0.001699097,106.98471755823368,102.97303779958963,40.3430674973726,50.38425238816768
143,28490.0,25.6375,23620.0,128.5425,0.001572855,0.000581721,110.59341140975977,101.22122758500853,33.35448715334951,48.23625991109316
144,24590.0,13.1625,29820.0,127.6875,0.002859449,0.002040219,119.53455088483491,113.22845832721492,20.773837367472765,30.695252762001758
145,10950.0,27.4375,49500.0,123.0525,0.001656121,0.001607773,119.05538603093066,114.21766579288345,48.93330031590506,67.07217955028807
146,19630.0,32.96250000000001,52500.0,130.2075,0.001973069,0.000356097,119.0759491277177,114.99308854602015,43.83519256314281,73.78517150580086
147,13690.0,10.6125,37140.0,114.2325,0.000463537,0.002319563,110.4324634397521,97.69088424548403,45.10627995126612,55.396157433919825
148,23230.0,16.1625,22900.0,132.9975,0.002050963,0.001685667,121.45850607422017,111.57444326048471,25.91196708944483,37.31856060560807
149,19830.0,24.3875,56660.00000000001,102.9375,0.000439363,0.001438555,99.84313194509286,91.64033622076556,47.50847232705178,56.30788271692245
150,18850.0,31.1375,57020.0,92.2275,0.001725957,0.001175327,88.90703119789521,86.14616720658472,39.42045086508881,49.38771645564765
151,27190.0,14.6125,45180.0,96.5025,0.001304255,0.001871001,92.37425992058593,86.69350410799501,24.02912901550269,30.834491137251575
152,19290.0,14.3375,36340.0,117.5625,0.002499525,0.002864821,113.02445883087887,107.62099882483619,24.36307743527061,32.89064953429545
153,17450.0,22.4375,32900.0,99.1125,0.000380271,0.000847635,92.56247567485588,81.66428382929541,42.87617013584395,55.14726659006749
154,18490.0,17.5125,55220.0,105.9975,0.002265843,0.001062515,100.57100049579464,97.26108956305222,27.362271510685332,43.47039681263618
155,16790.0,28.3375,35580.0,111.3975,0.001602401,0.000313121,99.6225647214012,94.3070689939567,39.520232858841496,64.38463970754219
156,29950.0,16.2625,57540.00000000001,118.9125,0.001323057,0.001946209,114.77923520962219,108.80034540927181,27.748988372627593,35.681488398266595
157,23390.0,22.4125,53780.0,90.8775,0.002907797,0.000659615,84.84287350394476,82.73119119408182,27.234283400400273,40.9992983442923
158,28030.0,10.7875,28940.0,108.3375,0.001750131,0.0008046590000000001,95.85802790032858,88.51760691506718,18.34244917226033,31.174616113664513
159,26090.0,10.8875,58700.0,101.8125,0.002421631,0.0008718090000000001,95.32446897735088,92.19670110729282,17.85104903010989,32.37685187765544
160,20090.0,18.9125,45780.0,97.3125,0.001132351,0.0006005229999999999,90.03116006837769,84.59259311131831,31.22996143881096,47.69390640673316
161,19930.0,17.6125,27460.0,116.8875,0.002743951000000001,0.000267459,98.00294090215101,92.82282314738342,24.65416687517512,50.547230247544576
162,12990.0,23.0875,31860.0,116.0325,0.002386713,0.002768125,111.66995728439525,106.32099948970978,36.14894313214427,46.81970571162731
163,25810.0,14.9125,25300.0,132.5925,0.002690231,0.001774305,121.92288025802691,114.25957509435494,22.41689363726391,32.92446316105014
164,28530.0,14.8125,44660.0,134.2575,0.001231733,0.001594343,127.3145044275646,118.45321874108532,28.75726824866507,39.691724687840235
165,29870.0,34.83750000000001,29180.0,117.3825,0.000353411,0.001983813,111.92572836164226,96.80491333202951,49.534932982429666,54.863670898285704
166,26970.0,16.4625,25100.0,129.2625,0.002217495,0.002786927000000001,121.91651361117812,113.12199952651213,24.645044315373525,31.497165397478682
167,11930.0,25.1875,58100.00000000001,112.7025,0.002856763,0.001989185,109.6598673755941,107.11353696220777,37.651606011718115,52.42146840542415
168,24450.0,22.1125,34780.0,92.9925,0.002921227,0.002265843,88.9502956901693,85.55634563683697,26.847920764893104,32.53466762149259
169,23670.0,13.2125,40380.0,132.6825,0.000756311,0.002657999,128.0224100050993,115.14193481128234,35.27239618424733,43.26679625685114
170,11750.0,20.0875,59580.0,111.5325,0.002427003,0.001973069,108.49653438452373,105.53292360461484,35.06008213450542,50.393714024819474
171,20490.0,19.9125,56700.0,117.3375,0.000901355,0.001030283,111.79926503963355,104.79534949494729,39.114927530218154,54.41576370305927
172,20790.0,22.1875,36540.0,110.7675,0.001008795,0.002193321,106.32492682634256,97.89738911663613,36.91521009516913,44.686640351651874
173,29130.0,13.5125,54580.0,111.9375,0.001997243,0.001084003,105.34563260314968,101.08234312140206,21.458610385842178,33.76558602710429
174,12390.0,10.5125,53380.0,91.2375,0.001263965,0.002069765,88.64019166881343,84.21249460894438,29.55162515149783,40.65076440122317
175,23750.0,27.4625,40980.0,92.0475,0.001999929,0.002539815,89.21006995417616,85.63218013249502,33.60376210517967,38.4597618538038
176,22750.0,16.6625,43340.0,91.0125,0.000476967,0.002765439000000001,88.54930587902942,79.5075389416952,33.77644034947838,38.43048060765432
177,16810.0,31.7375,42860.0,128.3175,0.001041027,0.002279273,124.48569294131784,116.53266718582904,52.01685385128991,61.84992071624367
178,18610.0,12.0125,29540.0,102.9825,0.002308819,0.002292703,97.38191802257586,91.6312262702736,21.145946894991482,29.9884626132324
179,26870.0,28.4375,37660.0,102.8025,0.002794985,0.001441241,97.20719949499102,93.83802642075295,33.11251784868921,40.89974508830238
180,27510.0,21.4625,32580.0,109.2375,0.001183385,0.002381341,104.3187264042495,95.81221423286695,31.435297346569826,37.23037576861765
181,10270.0,15.8125,20060.0,112.3425,0.002048277,0.001819967,104.05352526134118,95.82813457303007,31.815282941743874,47.929508480976494
182,16990.0,33.6625,42500.0,106.5825,0.000724079,0.002507583,104.01502283381444,96.69389976225591,51.8530501491432,58.25599402647174
183,20270.0,11.2375,41940.0,102.3525,0.002096625,0.000487711,91.82937830814069,87.48952056812209,20.219694341052218,41.85028541312272
184,27150.0,29.2625,41900.0,116.5725,0.001728643,0.000777799,107.83595890959782,102.74585302247925,37.07958682642635,50.52240778326228
185,16110.0,31.9375,53300.0,114.7275,0.000538745,0.001591657,111.69104752914546,103.67314268960695,58.347268950111186,68.41056972885838
186,11770.0,21.0875,26300.0,100.3275,0.001965011,0.001094747,92.85032504825739,87.21545227728598,33.60756940859778,50.1941529710175
187,26130.0,12.9875,34740.0,94.8825,0.002926599,0.000393701,82.42846608337942,79.0546709830582,17.585824571238845,34.04477953631141
188,27870.0,20.3625,34060.0,126.9225,0.002064393,0.002354481,120.87081481781206,114.03030896767399,28.729097900185195,36.14170010503659
189,24090.0,17.3875,25780.0,111.0375,0.001798479,0.000914785,99.09794624076937,91.58355286517053,25.41532778835682,38.11035752905531
190,18150.0,23.2125,27060.0,107.8425,0.001118921,0.002115427,102.25481700910501,93.06615871061445,36.72975561696205,45.01262742149248
191,10070.0,23.4625,32540.0,120.9825,0.001991871,0.001543309,114.88543630176446,108.96512638377772,42.51625191373006,62.2386081399564
192,21490.0,34.5375,33140.0,128.4075,0.000396387,0.001822653,123.06294319055024,108.01431192746816,57.71510806464187,66.01796473236283
193,20890.0,18.0375,27260.0,126.2925,0.000589779,0.002050963,119.2147936738001,102.85769742552156,39.33797129689469,48.58982366241224
194,10030.0,13.8625,48260.0,124.4925,0.002343737,0.000302377,114.1437422622302,110.09301292899193,33.209329560051515,83.16377909327213
195,19550.0,30.4375,36260.0,125.2125,0.002171833,0.002529071,120.625122389355,115.12712186219238,40.58184849330712,49.10650849800243
196,25850.0,22.8375,49980.0,93.4875,0.001951581,0.002593535,90.9093682731164,87.49508231546031,29.390564794717648,34.33750657043004
197,20930.0,25.6125,50180.0,125.8875,0.000635441,0.002284645,122.51283695636067,112.51238538409092,49.54387218439592,57.670522059149505
198,28110.0,16.4875,48740.0,114.5025,0.001366033,0.001599715,109.21683697582887,102.94190717849449,27.346553087689472,36.48279691459118
199,13070.0,29.4875,37260.0,120.5775,0.002370597,0.001529879,114.87622483977839,110.29212273415993,42.4072313298924,58.66862573022888
200,17090.0,15.6625,44340.0,101.2275,0.000595151,0.001008795,95.89226810844235,87.28174345323578,37.89275248320388,51.64271845844888
201,15690.0,10.0375,46980.0,112.2975,0.000517257,0.000259401,101.94063712589269,92.13193750543547,39.286212071690954,70.22252738703423
202,12190.0,25.4375,32140.0,128.7225,0.002408201,0.002171833,123.04252538705498,117.24964332605282,40.697129662631994,55.73536927502437
203,21870.0,29.2375,51820.0,108.2475,0.001457357,0.002588163,105.5943153564154,101.05897158447522,40.07211867296496,46.327534706410006
204,25710.0,22.0125,52540.0,101.7225,0.002271215,0.002590849,98.90340371141292,95.6333098946248,28.70078718168662,34.42478771177787
205,15350.0,21.6375,23140.0,104.3775,0.002867507,0.000584407,91.683716825923,86.79843892814728,28.9456540796578,47.94675890590662
206,23570.0,27.5875,52620.0,90.0225,0.001400951,0.000785857,85.22246692000613,81.68593957935911,35.30400250040702,45.93299611713775
